,Variable,SHAP_abs,Corr,Sign
836,WindowCombinationDrugs_lovastatin-metoprolol-metoprolol-40-50-50,0.0,0.0,neg
837,WindowCombinationDrugs_losartan-metoprolol-50-25,0.0,0.0,neg
838,WindowCombinationDrugs_atenolol-losartan-metformin-simvastatin-50-100-1000-40,0.0,0.0,neg
839,Drug_DailyDosage_DurationDose_simvastatin-40-300,0.0,0.0,neg
840,WindowCombinationDrugs_losartan-simvastatin-100-40,0.0,0.0,neg
841,WindowCombinationDrugs_atenolol-losartan-losartan-metformin-metformin-simvastatin-50-100-100-1000-1000-40,0.0,0.0,neg
842,WindowCombinationDrugs_metformin-pravastatin-500-80,0.0,0.0,neg
843,WindowCombinationDrugs_atorvastatin-olmesartan-propranolol-10-80-40,0.0,0.0,neg
844,Drug_DailyDosage_DurationDose_olmesartan-80-30,0.0,0.0,neg
845,WindowCombinationDrugs_atorvastatin-propranolol-propranolol-10-40-20,0.0,0.0,neg
846,Drug_DailyDosage_DurationDose_propranolol-20-30,0.0,0.0,neg
847,WindowCombinationDrugs_atenolol-atorvastatin-atorvastatin-losartan-25-40-40-100,0.0,0.0,neg
848,WindowCombinationDrugs_atenolol-losartan-25-100,0.0,0.0,neg
849,WindowCombinationDrugs_atenolol-atorvastatin-losartan-25-40-100,0.0,0.0,neg
850,WindowCombinationDrugs_atorvastatin-metformin-40-2000,0.0,0.0,neg
851,WindowCombinationDrugs_irbesartan-metformin-valsartan-valsartan-valsartan-valsartan-valsartan-300-1000-640-640-640-640-640,0.0,0.0,neg
852,Drug_DailyDosage_DurationDose_valsartan-640-14,0.0,0.0,neg
853,WindowCombinationDrugs_metoprolol-metoprolol-metoprolol-100-50-100,0.0,0.0,neg
854,WindowCombinationDrugs_metoprolol-metoprolol-valsartan-50-100-640,0.0,0.0,neg
855,WindowCombinationDrugs_pitavastatin-2,0.0,0.0,neg
856,Drug_DailyDosage_DurationDose_pitavastatin-2-3,0.0,0.0,neg
857,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-20-20-1000,0.0,0.0,neg
858,WindowCombinationDrugs_atorvastatin-losartan-losartan-losartan-10-100-100-100,0.0,0.0,neg
835,WindowCombinationDrugs_metoprolol-metoprolol-50-50,0.0,0.0,neg
755,WindowCombinationDrugs_atorvastatin-simvastatin-10-10,0.0,0.0,neg
834,WindowCombinationDrugs_propranolol-40,0.0,0.0,neg
832,Drug_DailyDosage_DurationDose_propranolol-40-30,0.0,0.0,neg
809,WindowCombinationDrugs_losartan-losartan-losartan-metoprolol-simvastatin-simvastatin-100-100-100-50-40-40,0.0,0.0,neg
810,WindowCombinationDrugs_losartan-metoprolol-simvastatin-simvastatin-100-50-40-40,0.0,0.0,neg
811,WindowCombinationDrugs_atenolol-atenolol-atorvastatin-100-100-80,0.0,0.0,neg
812,WindowCombinationDrugs_atenolol-atenolol-atenolol-atorvastatin-atorvastatin-100-100-100-80-80,0.0,0.0,neg
813,WindowCombinationDrugs_atenolol-atenolol-atenolol-atenolol-atorvastatin-atorvastatin-100-100-100-100-80-80,0.0,0.0,neg
814,WindowCombinationDrugs_atenolol-atenolol-atorvastatin-atorvastatin-atorvastatin-100-100-80-80-80,0.0,0.0,neg
815,WindowCombinationDrugs_rosuvastatin-rosuvastatin-rosuvastatin-rosuvastatin-10-10-10-10,0.0,0.0,neg
816,WindowCombinationDrugs_atorvastatin-rosuvastatin-rosuvastatin-rosuvastatin-10-10-10-10,0.0,0.0,neg
817,WindowCombinationDrugs_atenolol-atenolol-losartan-100-100-100,0.0,0.0,neg
818,WindowCombinationDrugs_atenolol-losartan-100-100,0.0,0.0,neg
819,WindowCombinationDrugs_losartan-losartan-100-50,0.0,0.0,neg
820,WindowCombinationDrugs_atorvastatin-metoprolol-20-100,0.0,0.0,neg
821,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-metoprolol-metoprolol-metoprolol-simvastatin-20-20-20-100-100-100-20,0.0,0.0,neg
822,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-metoprolol-20-20-100-100,0.0,0.0,neg
823,WindowCombinationDrugs_metformin-valsartan-1000-320,0.0,0.0,neg
824,WindowCombinationDrugs_valsartan-valsartan-320-320,0.0,0.0,neg
825,WindowCombinationDrugs_irbesartan-lovastatin-metoprolol-metoprolol-300-40-50-50,0.0,0.0,neg
826,WindowCombinationDrugs_irbesartan-irbesartan-losartan-losartan-lovastatin-metoprolol-metoprolol-metoprolol-metoprolol-metoprolol-300-300-100-100-40-50-50-50-50-50,0.0,0.0,neg
827,Drug_DailyDosage_DurationDose_irbesartan-300-30,0.0,0.0,neg
828,WindowCombinationDrugs_irbesartan-irbesartan-metoprolol-metoprolol-metoprolol-metoprolol-300-300-50-50-50-50,0.0,0.0,neg
829,WindowCombinationDrugs_atorvastatin-atorvastatin-40-80,0.0,0.0,neg
830,drug_propranolol,0.0,0.0,neg
831,WindowCombinationDrugs_propranolol-propranolol-propranolol-40-40-40,0.0,0.0,neg
833,WindowCombinationDrugs_propranolol-propranolol-40-40,0.0,0.0,neg
754,Drug_DailyDosage_DurationDose_atorvastatin-20-270,0.0,0.0,neg
753,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-atorvastatin-valsartan-valsartan-20-20-20-20-320-640,0.0,0.0,neg
752,WindowCombinationDrugs_atorvastatin-valsartan-valsartan-20-320-640,0.0,0.0,neg
675,Drug_DailyDosage_DurationDose_olmesartan-20-30,0.0,0.0,neg
676,WindowCombinationDrugs_olmesartan-olmesartan-olmesartan-olmesartan-pravastatin-20-20-20-20-40,0.0,0.0,neg
677,WindowCombinationDrugs_olmesartan-olmesartan-olmesartan-olmesartan-olmesartan-olmesartan-olmesartan-pravastatin-20-20-20-20-20-20-20-40,0.0,0.0,neg
678,WindowCombinationDrugs_atenolol-atenolol-atenolol-100-100-100,0.0,0.0,neg
679,WindowCombinationDrugs_atenolol-atenolol-100-100,0.0,0.0,neg
680,WindowCombinationDrugs_losartan-olmesartan-50-20,0.0,0.0,neg
681,Drug_DailyDosage_DurationDose_olmesartan-20-90,0.0,0.0,neg
682,WindowCombinationDrugs_olmesartan-20,0.0,0.0,neg
683,WindowCombinationDrugs_metoprolol-simvastatin-25-40,0.0,0.0,neg
684,WindowCombinationDrugs_losartan-metformin-metformin-metformin-metoprolol-metoprolol-simvastatin-simvastatin-25-1000-1000-1000-25-25-40-40,0.0,0.0,neg
685,WindowCombinationDrugs_losartan-losartan-metformin-metformin-metformin-metformin-metoprolol-simvastatin-25-25-1000-1000-1000-1000-25-40,0.0,0.0,neg
686,WindowCombinationDrugs_losartan-pravastatin-25-40,0.0,0.0,neg
687,WindowCombinationDrugs_losartan-losartan-pravastatin-pravastatin-25-25-40-40,0.0,0.0,neg
688,WindowCombinationDrugs_metformin-metformin-metformin-metformin-simvastatin-valsartan-valsartan-valsartan-1000-1000-1000-1000-20-320-320-320,0.0,0.0,neg
689,WindowCombinationDrugs_metformin-metformin-metformin-simvastatin-simvastatin-valsartan-valsartan-valsartan-valsartan-1000-1000-1000-20-20-320-320-320-320,0.0,0.0,neg
690,WindowCombinationDrugs_metformin-simvastatin-valsartan-1000-20-320,0.0,0.0,neg
691,WindowCombinationDrugs_atorvastatin-metformin-metformin-simvastatin-simvastatin-simvastatin-40-1000-1000-40-40-40,0.0,0.0,neg
692,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-metformin-metformin-metformin-metformin-simvastatin-40-40-40-1000-1000-1000-1000-40,0.0,0.0,neg
693,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-metformin-metformin-metformin-40-40-40-1000-1000-1000,0.0,0.0,neg
694,WindowCombinationDrugs_atorvastatin-metformin-pravastatin-pravastatin-pravastatin-20-1000-40-40-40,0.0,0.0,neg
695,WindowCombinationDrugs_metformin-metformin-metformin-metformin-pravastatin-pravastatin-pravastatin-pravastatin-pravastatin-1000-1000-1000-1000-40-40-40-40-40,0.0,0.0,neg
696,WindowCombinationDrugs_metformin-metformin-metformin-metformin-metformin-pravastatin-pravastatin-1000-1000-1000-1000-1000-40-40,0.0,0.0,neg
697,Drug_DailyDosage_DurationDose_pravastatin-40-150,0.0,0.0,neg
674,WindowCombinationDrugs_atenolol-olmesartan-olmesartan-olmesartan-olmesartan-pravastatin-100-20-20-20-20-40,0.0,0.0,neg
698,WindowCombinationDrugs_atorvastatin-metformin-metformin-pravastatin-40-1000-1000-40,0.0,0.0,neg
673,WindowCombinationDrugs_carvedilol-simvastatin-12.5-40,0.0,0.0,neg
671,WindowCombinationDrugs_carvedilol-carvedilol-metformin-metformin-metformin-simvastatin-12.5-12.5-1000-1000-1000-40,0.0,0.0,neg
648,WindowCombinationDrugs_carvedilol-carvedilol-simvastatin-simvastatin-50-50-40-40,0.0,0.0,neg
649,WindowCombinationDrugs_atorvastatin-metformin-simvastatin-20-750-40,0.0,0.0,neg
650,Drug_DailyDosage_DurationDose_metformin-750-60,0.0,0.0,neg
651,WindowCombinationDrugs_atorvastatin-simvastatin-simvastatin-20-40-40,0.0,0.0,neg
652,WindowCombinationDrugs_atorvastatin-simvastatin-20-40,0.0,0.0,neg
653,WindowCombinationDrugs_bisoprolol-bisoprolol-losartan-losartan-pravastatin-10-10-100-100-20,0.0,0.0,neg
654,WindowCombinationDrugs_bisoprolol-losartan-losartan-pravastatin-10-100-100-20,0.0,0.0,neg
655,WindowCombinationDrugs_losartan-pravastatin-100-20,0.0,0.0,neg
656,WindowCombinationDrugs_metformin-metformin-2000-2000,0.0,0.0,neg
657,WindowCombinationDrugs_atorvastatin-metformin-20-2000,0.0,0.0,neg
658,WindowCombinationDrugs_lovastatin-lovastatin-20-20,0.0,0.0,neg
659,WindowCombinationDrugs_lovastatin-lovastatin-lovastatin-20-20-20,0.0,0.0,neg
660,WindowCombinationDrugs_lovastatin-20,0.0,0.0,neg
661,WindowCombinationDrugs_pravastatin-pravastatin-pravastatin-valsartan-20-20-20-320,0.0,0.0,neg
662,Drug_DailyDosage_DurationDose_pravastatin-20-7,0.0,0.0,neg
663,drug_pitavastatin,0.0,0.0,neg
664,WindowCombinationDrugs_metoprolol-metoprolol-pitavastatin-50-50-2,0.0,0.0,neg
665,Drug_DailyDosage_DurationDose_pitavastatin-2-330,0.0,0.0,neg
666,WindowCombinationDrugs_metoprolol-pitavastatin-50-2,0.0,0.0,neg
667,WindowCombinationDrugs_metoprolol-pitavastatin-pitavastatin-50-2-2,0.0,0.0,neg
668,Drug_DailyDosage_DurationDose_pitavastatin-2-28,0.0,0.0,neg
669,WindowCombinationDrugs_atorvastatin-losartan-pravastatin-pravastatin-10-50-10-10,0.0,0.0,neg
670,WindowCombinationDrugs_pravastatin-10,0.0,0.0,neg
672,WindowCombinationDrugs_carvedilol-metformin-metformin-simvastatin-12.5-1000-1000-40,0.0,0.0,neg
646,WindowCombinationDrugs_atenolol-simvastatin-100-20,0.0,0.0,neg
699,WindowCombinationDrugs_simvastatin-simvastatin-valsartan-valsartan-20-20-160-160,0.0,0.0,neg
701,WindowCombinationDrugs_losartan-simvastatin-simvastatin-valsartan-100-20-20-160,0.0,0.0,neg
729,WindowCombinationDrugs_metformin-metoprolol-simvastatin-valsartan-1500-100-20-640,0.0,0.0,neg
730,WindowCombinationDrugs_metformin-metformin-metoprolol-metoprolol-valsartan-1500-1500-100-100-640,0.0,0.0,neg
731,WindowCombinationDrugs_lovastatin-lovastatin-lovastatin-lovastatin-lovastatin-40-40-40-40-40,0.0,0.0,neg
732,WindowCombinationDrugs_losartan-losartan-simvastatin-100-100-20,0.0,0.0,neg
733,Drug_DailyDosage_DurationDose_simvastatin-20-150,0.0,0.0,neg
734,WindowCombinationDrugs_losartan-simvastatin-simvastatin-100-20-20,0.0,0.0,neg
735,WindowCombinationDrugs_losartan-metoprolol-simvastatin-100-25-20,0.0,0.0,neg
736,Drug_DailyDosage_DurationDose_metoprolol-25-15,0.0,0.0,neg
737,WindowCombinationDrugs_losartan-simvastatin-100-20,0.0,0.0,neg
738,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-atorvastatin-losartan-losartan-10-10-10-10-50-50,0.0,0.0,neg
739,WindowCombinationDrugs_bisoprolol-5,0.0,0.0,neg
740,Drug_DailyDosage_DurationDose_bisoprolol-5-60,0.0,0.0,neg
741,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-40-2000-2000-2000,0.0,0.0,neg
742,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-metformin-metformin-40-40-2000-2000-2000-2000,0.0,0.0,neg
743,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-40-40-2000-2000,0.0,0.0,neg
744,WindowCombinationDrugs_atorvastatin-losartan-losartan-metformin-metformin-pravastatin-pravastatin-10-100-100-500-1000-40-40,0.0,0.0,neg
745,WindowCombinationDrugs_atorvastatin-losartan-metformin-metformin-pravastatin-10-100-1000-1000-40,0.0,0.0,neg
746,WindowCombinationDrugs_atorvastatin-atorvastatin-dapagliflozin-dapagliflozin-losartan-losartan-metformin-10-10-10-10-100-100-1000,0.0,0.0,neg
747,Drug_DailyDosage_DurationDose_dapagliflozin-10-90,0.0,0.0,neg
748,WindowCombinationDrugs_atorvastatin-dapagliflozin-dapagliflozin-losartan-losartan-metformin-10-10-10-100-100-1000,0.0,0.0,neg
749,WindowCombinationDrugs_metformin-pravastatin-pravastatin-500-40-40,0.0,0.0,neg
750,WindowCombinationDrugs_metformin-metformin-metformin-pravastatin-pravastatin-pravastatin-500-500-500-40-40-40,0.0,0.0,neg
751,WindowCombinationDrugs_metformin-pravastatin-500-40,0.0,0.0,neg
728,Drug_DailyDosage_DurationDose_metformin-1500-60,0.0,0.0,neg
700,WindowCombinationDrugs_losartan-simvastatin-valsartan-100-20-160,0.0,0.0,neg
727,Drug_DailyDosage_DurationDose_metformin-1500-30,0.0,0.0,neg
725,Drug_DailyDosage_DurationDose_valsartan-640-90,0.0,0.0,neg
702,Drug_DailyDosage_DurationDose_rosuvastatin-20-7,0.0,0.0,neg
703,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-rosuvastatin-rosuvastatin-rosuvastatin-simvastatin-40-40-50-20-10-20-80,0.0,0.0,neg
704,Drug_DailyDosage_DurationDose_simvastatin-80-15,0.0,0.0,neg
705,WindowCombinationDrugs_metoprolol-rosuvastatin-rosuvastatin-rosuvastatin-rosuvastatin-rosuvastatin-50-10-20-10-20-10,0.0,0.0,neg
706,WindowCombinationDrugs_metoprolol-metoprolol-rosuvastatin-rosuvastatin-rosuvastatin-rosuvastatin-rosuvastatin-50-50-10-20-10-10-10,0.0,0.0,neg
707,Drug_DailyDosage_DurationDose_pravastatin-80-60,0.0,0.0,neg
708,WindowCombinationDrugs_pravastatin-pravastatin-80-80,0.0,0.0,neg
709,WindowCombinationDrugs_pravastatin-pravastatin-40-20,0.0,0.0,neg
710,WindowCombinationDrugs_atorvastatin-carvedilol-carvedilol-40-12.5-12.5,0.0,0.0,neg
711,WindowCombinationDrugs_losartan-losartan-metformin-metformin-simvastatin-simvastatin-100-100-1000-1000-20-20,0.0,0.0,neg
712,WindowCombinationDrugs_losartan-losartan-losartan-metformin-metformin-metformin-simvastatin-simvastatin-simvastatin-100-100-100-1000-1000-1000-20-20-20,0.0,0.0,neg
713,WindowCombinationDrugs_rosuvastatin-rosuvastatin-5-5,0.0,0.0,neg
714,WindowCombinationDrugs_rosuvastatin-5,0.0,0.0,neg
715,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-metformin-metformin-metformin-10-10-10-500-500-500,0.0,0.0,neg
716,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-10-10-500-500,0.0,0.0,neg
717,WindowCombinationDrugs_atenolol-metformin-metformin-metformin-metformin-metformin-rosuvastatin-100-1000-1000-1000-1000-1000-20,0.0,0.0,neg
718,WindowCombinationDrugs_metoprolol-metoprolol-metoprolol-metoprolol-25-50-25-50,0.0,0.0,neg
719,WindowCombinationDrugs_lovastatin-metoprolol-pravastatin-20-50-20,0.0,0.0,neg
720,WindowCombinationDrugs_lovastatin-metoprolol-20-50,0.0,0.0,neg
721,WindowCombinationDrugs_metoprolol-simvastatin-50-40,0.0,0.0,neg
722,WindowCombinationDrugs_metformin-metformin-metformin-metformin-metoprolol-metoprolol-simvastatin-valsartan-valsartan-valsartan-1500-1500-1500-1500-100-100-20-640-640-640,0.0,0.0,neg
723,Drug_DailyDosage_DurationDose_metformin-1500-40,0.0,0.0,neg
724,Drug_DailyDosage_DurationDose_valsartan-640-30,0.0,0.0,neg
726,WindowCombinationDrugs_metformin-metformin-metformin-metformin-metformin-metformin-metformin-metformin-metoprolol-valsartan-valsartan-1500-1500-1500-1500-1500-1500-1500-1500-100-640-640,0.0,0.0,neg
859,WindowCombinationDrugs_atorvastatin-atorvastatin-losartan-losartan-losartan-10-10-100-100-100,0.0,0.0,neg
860,WindowCombinationDrugs_atorvastatin-atorvastatin-losartan-losartan-10-10-100-100,0.0,0.0,neg
428,WindowCombinationDrugs_losartan-losartan-simvastatin-simvastatin-simvastatin-100-100-80-80-80,0.0,0.0,neg
170,WindowCombinationDrugs_atorvastatin-losartan-metformin-40-100-1000,0.0,0.0,neg
171,WindowCombinationDrugs_atorvastatin-losartan-40-100,0.0,0.0,neg
173,WindowCombinationDrugs_lovastatin-metformin-valsartan-valsartan-40-500-640-640,0.0,0.0,neg
174,Drug_DailyDosage_DurationDose_lovastatin-40-270,0.0,0.0,neg
175,Drug_DailyDosage_DurationDose_metformin-500-270,0.0,0.0,neg
176,WindowCombinationDrugs_lovastatin-metformin-metformin-valsartan-40-500-500-640,0.0,0.0,neg
177,WindowCombinationDrugs_metformin-metformin-metformin-valsartan-500-500-500-640,0.0,0.0,neg
178,WindowCombinationDrugs_metformin-valsartan-500-640,0.0,0.0,neg
179,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-10-10-500,0.0,0.0,neg
180,Drug_DailyDosage_DurationDose_metformin-500-180,0.0,0.0,neg
181,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-metformin-10-10-500-500-500,0.0,0.0,neg
182,WindowCombinationDrugs_atorvastatin-metformin-metformin-10-500-500,0.0,0.0,neg
183,drug_olmesartan,0.0,0.0,neg
184,WindowCombinationDrugs_atenolol-olmesartan-50-40,0.0,0.0,neg
185,Drug_DailyDosage_DurationDose_atenolol-50-30,0.0,0.0,neg
186,Drug_DailyDosage_DurationDose_olmesartan-40-30,0.0,0.0,neg
187,WindowCombinationDrugs_atenolol-50,0.0,0.0,neg
188,WindowCombinationDrugs_metformin-metoprolol-1000-50,0.0,0.0,neg
189,Drug_DailyDosage_DurationDose_metoprolol-50-180,0.0,0.0,neg
169,Drug_DailyDosage_DurationDose_atorvastatin-40-270,0.0,0.0,neg
168,WindowCombinationDrugs_atorvastatin-losartan-metformin-metoprolol-40-100-1000-100,0.0,0.0,neg
167,WindowCombinationDrugs_metformin-metformin-500-500,0.0,0.0,neg
166,WindowCombinationDrugs_metformin-metformin-metformin-metformin-metformin-500-500-500-500-500,0.0,0.0,neg
145,Drug_DailyDosage_DurationDose_losartan-25-30,0.0,0.0,neg
146,Drug_DailyDosage_DurationDose_simvastatin-20-30,0.0,0.0,neg
147,WindowCombinationDrugs_atorvastatin-atorvastatin-carvedilol-losartan-losartan-metformin-20-20-12.5-25-25-500,0.0,0.0,neg
148,Drug_DailyDosage_DurationDose_metformin-500-60,0.0,0.0,neg
149,WindowCombinationDrugs_atorvastatin-atorvastatin-carvedilol-carvedilol-losartan-losartan-metformin-20-20-12.5-12.5-25-25-500,0.0,0.0,neg
150,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-carvedilol-losartan-20-20-20-12.5-25,0.0,0.0,neg
151,WindowCombinationDrugs_metformin-metformin-metformin-metoprolol-metoprolol-pravastatin-2000-2000-2000-200-200-40,0.0,0.0,neg
152,Drug_DailyDosage_DurationDose_metformin-2000-30,0.0,0.0,neg
153,Drug_DailyDosage_DurationDose_metoprolol-200-90,0.0,0.0,neg
190,WindowCombinationDrugs_lovastatin-metformin-metoprolol-metoprolol-metoprolol-40-1000-25-50-25,0.0,0.0,neg
154,WindowCombinationDrugs_metformin-metformin-metoprolol-pravastatin-2000-2000-200-40,0.0,0.0,neg
156,WindowCombinationDrugs_metformin-metoprolol-pravastatin-pravastatin-2000-200-40-40,0.0,0.0,neg
157,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-20-20-2000-2000,0.0,0.0,neg
158,WindowCombinationDrugs_losartan-metformin-simvastatin-simvastatin-25-500-10-10,0.0,0.0,neg
160,Drug_DailyDosage_DurationDose_simvastatin-10-90,0.0,0.0,neg
161,WindowCombinationDrugs_losartan-simvastatin-25-10,0.0,0.0,neg
162,WindowCombinationDrugs_losartan-metformin-simvastatin-25-500-10,0.0,0.0,neg
163,Drug_DailyDosage_DurationDose_losartan-25-90,0.0,0.0,neg
164,WindowCombinationDrugs_metformin-500,0.0,0.0,neg
165,Drug_DailyDosage_DurationDose_metformin-500-30,0.0,0.0,neg
155,WindowCombinationDrugs_metformin-metformin-metoprolol-metoprolol-pravastatin-pravastatin-pravastatin-2000-2000-200-200-40-40-40,0.0,0.0,neg
191,Drug_DailyDosage_DurationDose_lovastatin-40-30,0.0,0.0,neg
192,Drug_DailyDosage_DurationDose_metoprolol-25-30,0.0,0.0,neg
193,Drug_DailyDosage_DurationDose_metoprolol-25-300,0.0,0.0,neg
218,WindowCombinationDrugs_irbesartan-300,0.0,0.0,neg
219,Drug_DailyDosage_DurationDose_irbesartan-300-90,0.0,0.0,neg
220,WindowCombinationDrugs_atorvastatin-lovastatin-metformin-80-40-500,0.0,0.0,neg
221,Drug_DailyDosage_DurationDose_atorvastatin-80-270,0.0,0.0,neg
222,Drug_DailyDosage_DurationDose_lovastatin-40-90,0.0,0.0,neg
223,WindowCombinationDrugs_atenolol-atorvastatin-metformin-25-80-500,0.0,0.0,neg
224,WindowCombinationDrugs_atenolol-atenolol-atorvastatin-atorvastatin-metformin-metformin-25-25-80-80-500-500,0.0,0.0,neg
225,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-metformin-metformin-metoprolol-40-500-500-500-500-500-50,0.0,0.0,neg
226,WindowCombinationDrugs_metformin-rosuvastatin-500-40,0.0,0.0,neg
217,drug_irbesartan,0.0,0.0,neg
227,Drug_DailyDosage_DurationDose_rosuvastatin-40-30,0.0,0.0,neg
229,Drug_DailyDosage_DurationDose_rosuvastatin-40-90,0.0,0.0,neg
230,WindowCombinationDrugs_atorvastatin-pravastatin-pravastatin-40-80-80,0.0,0.0,neg
231,Drug_DailyDosage_DurationDose_pravastatin-80-90,0.0,0.0,neg
232,WindowCombinationDrugs_atorvastatin-pravastatin-40-80,0.0,0.0,neg
233,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-40-40-40,0.0,0.0,neg
234,WindowCombinationDrugs_atenolol-simvastatin-100-10,0.0,0.0,neg
235,Drug_DailyDosage_DurationDose_atenolol-100-90,0.0,0.0,neg
236,WindowCombinationDrugs_atenolol-atenolol-simvastatin-simvastatin-simvastatin-100-100-10-10-10,0.0,0.0,neg
237,WindowCombinationDrugs_atenolol-simvastatin-simvastatin-simvastatin-100-10-10-10,0.0,0.0,neg
228,WindowCombinationDrugs_metformin-metformin-rosuvastatin-rosuvastatin-rosuvastatin-500-500-40-40-40,0.0,0.0,neg
144,Drug_DailyDosage_DurationDose_carvedilol-12.5-30,0.0,0.0,neg
216,WindowCombinationDrugs_pravastatin-pravastatin-10-10,0.0,0.0,neg
429,WindowCombinationDrugs_losartan-losartan-simvastatin-simvastatin-100-100-80-80,0.0,0.0,neg
194,WindowCombinationDrugs_lovastatin-metoprolol-metoprolol-metoprolol-40-50-25-25,0.0,0.0,neg
195,WindowCombinationDrugs_metformin-metoprolol-metoprolol-metoprolol-1000-25-25-25,0.0,0.0,neg
196,WindowCombinationDrugs_losartan-100,0.0,0.0,neg
197,WindowCombinationDrugs_losartan-losartan-100-100,0.0,0.0,neg
198,WindowCombinationDrugs_carvedilol-pravastatin-6.25-20,0.0,0.0,neg
199,Drug_DailyDosage_DurationDose_carvedilol-6.25-90,0.0,0.0,neg
200,Drug_DailyDosage_DurationDose_pravastatin-20-30,0.0,0.0,neg
201,Drug_DailyDosage_DurationDose_pravastatin-20-90,0.0,0.0,neg
202,WindowCombinationDrugs_atenolol-atenolol-atenolol-pravastatin-pravastatin-25-25-25-20-20,0.0,0.0,neg
215,Drug_DailyDosage_DurationDose_pravastatin-10-90,0.0,0.0,neg
203,Drug_DailyDosage_DurationDose_atenolol-25-540,0.0,0.0,neg
205,WindowCombinationDrugs_atenolol-atenolol-atenolol-25-25-25,0.0,0.0,neg
206,WindowCombinationDrugs_carvedilol-losartan-25-100,0.0,0.0,neg
207,Drug_DailyDosage_DurationDose_carvedilol-25-90,0.0,0.0,neg
208,WindowCombinationDrugs_carvedilol-carvedilol-losartan-losartan-25-25-100-100,0.0,0.0,neg
209,WindowCombinationDrugs_carvedilol-losartan-25-200,0.0,0.0,neg
210,Drug_DailyDosage_DurationDose_losartan-200-90,0.0,0.0,neg
211,WindowCombinationDrugs_carvedilol-simvastatin-valsartan-25-10-640,0.0,0.0,neg
212,Drug_DailyDosage_DurationDose_simvastatin-10-30,0.0,0.0,neg
213,Drug_DailyDosage_DurationDose_valsartan-640-135,0.0,0.0,neg
204,WindowCombinationDrugs_atenolol-atenolol-atenolol-pravastatin-25-25-25-20,0.0,0.0,neg
143,WindowCombinationDrugs_atorvastatin-carvedilol-carvedilol-carvedilol-losartan-simvastatin-20-12.5-12.5-12.5-25-20,0.0,0.0,neg
142,WindowCombinationDrugs_atenolol-atorvastatin-50-40,0.0,0.0,neg
141,Drug_DailyDosage_DurationDose_valsartan-160-75,0.0,0.0,neg
62,WindowCombinationDrugs_atorvastatin-atorvastatin-20-20,0.0,0.0,neg
63,Drug_DailyDosage_DurationDose_atorvastatin-20-30,0.0,0.0,neg
64,Drug_DailyDosage_DurationDose_atorvastatin-20-90,0.0,0.0,neg
65,WindowCombinationDrugs_atorvastatin-40,0.0,0.0,neg
67,WindowCombinationDrugs_atorvastatin-atorvastatin-40-40,0.0,0.0,neg
69,WindowCombinationDrugs_rosuvastatin-10,0.0,0.0,neg
70,Drug_DailyDosage_DurationDose_rosuvastatin-10-90,0.0,0.0,neg
71,WindowCombinationDrugs_atorvastatin-atorvastatin-10-10,0.0,0.0,neg
73,WindowCombinationDrugs_losartan-losartan-metformin-metformin-pravastatin-pravastatin-pravastatin-100-100-850-850-40-40-40,0.0,0.0,neg
61,Drug_DailyDosage_DurationDose_None-0-0,0.0,0.0,neg
74,Drug_DailyDosage_DurationDose_metformin-850-90,0.0,0.0,neg
76,WindowCombinationDrugs_losartan-metformin-metformin-pravastatin-pravastatin-pravastatin-pravastatin-100-850-850-40-40-40-40,0.0,0.0,neg
77,WindowCombinationDrugs_losartan-metformin-metformin-metformin-pravastatin-pravastatin-pravastatin-pravastatin-100-850-850-850-40-40-40-40,0.0,0.0,neg
78,WindowCombinationDrugs_metformin-metformin-pravastatin-pravastatin-850-850-40-40,0.0,0.0,neg
79,drug_carvedilol,0.0,0.0,neg
80,WindowCombinationDrugs_carvedilol-12.5,0.0,0.0,neg
81,Drug_DailyDosage_DurationDose_carvedilol-12.5-90,0.0,0.0,neg
82,WindowCombinationDrugs_carvedilol-losartan-losartan-rosuvastatin-rosuvastatin-12.5-100-100-10-10,0.0,0.0,neg
83,WindowCombinationDrugs_carvedilol-carvedilol-carvedilol-carvedilol-losartan-losartan-losartan-rosuvastatin-rosuvastatin-rosuvastatin-12.5-12.5-12.5-12.5-100-100-100-10-10-10,0.0,0.0,neg
