,Variable,SHAP_abs,Corr,Sign
836,WindowCombinationDrugs_atorvastatin-carvedilol-metformin-metformin-metformin-10-25-1000-1000-1700,0.0,0.0,blue
837,WindowCombinationDrugs_atorvastatin-carvedilol-metformin-metformin-metformin-10-25-1000-1700-1700,0.0,0.0,blue
838,WindowCombinationDrugs_atorvastatin-atorvastatin-carvedilol-metformin-metformin-metformin-10-10-25-1700-1700-1700,0.0,0.0,blue
839,WindowCombinationDrugs_carvedilol-carvedilol-metformin-metformin-25-25-1700-1700,0.0,0.0,blue
840,WindowCombinationDrugs_atorvastatin-carvedilol-carvedilol-metformin-metformin-10-25-25-1700-1700,0.0,0.0,blue
841,WindowCombinationDrugs_metformin-metformin-simvastatin-500-500-10,0.0,0.0,blue
842,WindowCombinationDrugs_atorvastatin-metformin-metformin-10-1000-1000,0.0,0.0,blue
843,WindowCombinationDrugs_atorvastatin-metoprolol-10-25,0.0,0.0,blue
844,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-metoprolol-10-10-25-25,0.0,0.0,blue
845,WindowCombinationDrugs_atenolol-simvastatin-50-20,0.0,0.0,blue
846,WindowCombinationDrugs_rosuvastatin-valsartan-20-320,0.0,0.0,blue
847,WindowCombinationDrugs_metformin-valsartan-valsartan-500-320-320,0.0,0.0,blue
848,WindowCombinationDrugs_metformin-rosuvastatin-valsartan-500-20-320,0.0,0.0,blue
849,WindowCombinationDrugs_losartan-metformin-metformin-simvastatin-50-1000-2000-40,0.0,0.0,blue
850,WindowCombinationDrugs_losartan-simvastatin-50-40,0.0,0.0,blue
852,WindowCombinationDrugs_losartan-rosuvastatin-telmisartan-50-20-40,0.0,0.0,blue
881,WindowCombinationDrugs_atorvastatin-metformin-metformin-20-2000-2000,0.0,0.0,blue
882,WindowCombinationDrugs_losartan-losartan-metoprolol-metoprolol-simvastatin-simvastatin-100-100-50-50-20-20,0.0,0.0,blue
883,WindowCombinationDrugs_losartan-metoprolol-metoprolol-simvastatin-simvastatin-100-50-50-20-20,0.0,0.0,blue
914,WindowCombinationDrugs_lovastatin-metoprolol-metoprolol-40-50-50,0.0,0.0,blue
915,WindowCombinationDrugs_metoprolol-metoprolol-50-50,0.0,0.0,blue
916,WindowCombinationDrugs_losartan-metoprolol-50-25,0.0,0.0,blue
917,WindowCombinationDrugs_atenolol-losartan-metformin-simvastatin-50-100-1000-40,0.0,0.0,blue
918,Drug_DailyDosage_DurationDose_simvastatin-40-300,0.0,0.0,blue
919,WindowCombinationDrugs_atenolol-losartan-losartan-metformin-metformin-simvastatin-50-100-100-1000-1000-40,0.0,0.0,blue
920,WindowCombinationDrugs_metformin-pravastatin-500-80,0.0,0.0,blue
921,WindowCombinationDrugs_metformin-metformin-pravastatin-500-500-80,0.0,0.0,blue
922,WindowCombinationDrugs_atorvastatin-atorvastatin-olmesartan-propranolol-10-10-80-40,0.0,0.0,blue
923,Drug_DailyDosage_DurationDose_olmesartan-80-30,0.0,0.0,blue
924,WindowCombinationDrugs_atorvastatin-olmesartan-propranolol-propranolol-10-80-20-40,0.0,0.0,blue
925,Drug_DailyDosage_DurationDose_propranolol-20-30,0.0,0.0,blue
926,WindowCombinationDrugs_olmesartan-80,0.0,0.0,blue
927,WindowCombinationDrugs_atenolol-atorvastatin-atorvastatin-losartan-25-40-40-100,0.0,0.0,blue
928,WindowCombinationDrugs_atenolol-losartan-25-100,0.0,0.0,blue
929,WindowCombinationDrugs_atenolol-atorvastatin-losartan-25-40-100,0.0,0.0,blue
930,WindowCombinationDrugs_irbesartan-metformin-valsartan-valsartan-valsartan-valsartan-valsartan-300-1000-640-640-640-640-640,0.0,0.0,blue
931,Drug_DailyDosage_DurationDose_valsartan-640-14,0.0,0.0,blue
932,WindowCombinationDrugs_metoprolol-valsartan-100-640,0.0,0.0,blue
933,WindowCombinationDrugs_metoprolol-metoprolol-metoprolol-100-50-100,0.0,0.0,blue
934,WindowCombinationDrugs_metoprolol-metoprolol-valsartan-50-100-640,0.0,0.0,blue
935,WindowCombinationDrugs_pitavastatin-2,0.0,0.0,blue
936,Drug_DailyDosage_DurationDose_pitavastatin-2-3,0.0,0.0,blue
937,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-20-20-1000,0.0,0.0,blue
938,WindowCombinationDrugs_atorvastatin-losartan-losartan-losartan-10-100-100-100,0.0,0.0,blue
913,WindowCombinationDrugs_propranolol-propranolol-40-40,0.0,0.0,blue
912,Drug_DailyDosage_DurationDose_propranolol-40-30,0.0,0.0,blue
911,WindowCombinationDrugs_propranolol-40,0.0,0.0,blue
910,drug_propranolol,0.0,0.0,blue
884,WindowCombinationDrugs_losartan-losartan-metoprolol-metoprolol-simvastatin-simvastatin-simvastatin-100-100-50-50-20-20-40,0.0,0.0,blue
885,WindowCombinationDrugs_losartan-losartan-losartan-metoprolol-simvastatin-simvastatin-100-100-100-50-40-40,0.0,0.0,blue
886,WindowCombinationDrugs_losartan-metoprolol-simvastatin-simvastatin-100-50-40-40,0.0,0.0,blue
887,WindowCombinationDrugs_atenolol-atorvastatin-100-80,0.0,0.0,blue
888,WindowCombinationDrugs_atenolol-atenolol-atenolol-atorvastatin-atorvastatin-100-100-100-80-80,0.0,0.0,blue
889,WindowCombinationDrugs_atenolol-atenolol-atenolol-atorvastatin-atorvastatin-atorvastatin-100-100-100-80-80-80,0.0,0.0,blue
890,WindowCombinationDrugs_atenolol-atorvastatin-atorvastatin-100-80-80,0.0,0.0,blue
891,WindowCombinationDrugs_atorvastatin-rosuvastatin-rosuvastatin-rosuvastatin-10-10-10-10,0.0,0.0,blue
892,WindowCombinationDrugs_atorvastatin-rosuvastatin-10-10,0.0,0.0,blue
893,WindowCombinationDrugs_atenolol-atenolol-losartan-100-100-100,0.0,0.0,blue
894,WindowCombinationDrugs_atenolol-atenolol-losartan-losartan-100-100-100-100,0.0,0.0,blue
895,WindowCombinationDrugs_atenolol-losartan-100-100,0.0,0.0,blue
825,Drug_DailyDosage_DurationDose_atorvastatin-10-180,0.0,0.0,blue
896,WindowCombinationDrugs_atenolol-losartan-losartan-losartan-100-100-100-50,0.0,0.0,blue
898,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-metoprolol-metoprolol-metoprolol-simvastatin-20-20-20-100-100-100-20,0.0,0.0,blue
899,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-metoprolol-metoprolol-simvastatin-20-20-20-100-100-20,0.0,0.0,blue
900,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-metoprolol-20-20-100-100,0.0,0.0,blue
901,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-20-20-100,0.0,0.0,blue
902,WindowCombinationDrugs_metformin-valsartan-1000-320,0.0,0.0,blue
903,WindowCombinationDrugs_metformin-metoprolol-2000-50,0.0,0.0,blue
904,WindowCombinationDrugs_irbesartan-lovastatin-metoprolol-metoprolol-300-40-50-50,0.0,0.0,blue
905,WindowCombinationDrugs_irbesartan-losartan-losartan-lovastatin-metoprolol-metoprolol-metoprolol-300-100-100-40-50-50-50,0.0,0.0,blue
906,WindowCombinationDrugs_irbesartan-irbesartan-metoprolol-metoprolol-metoprolol-metoprolol-metoprolol-300-300-50-50-50-50-50,0.0,0.0,blue
907,Drug_DailyDosage_DurationDose_irbesartan-300-30,0.0,0.0,blue
908,WindowCombinationDrugs_irbesartan-metoprolol-300-50,0.0,0.0,blue
909,WindowCombinationDrugs_atorvastatin-atorvastatin-40-80,0.0,0.0,blue
897,WindowCombinationDrugs_losartan-losartan-100-50,0.0,0.0,blue
824,WindowCombinationDrugs_atorvastatin-simvastatin-10-10,0.0,0.0,blue
823,Drug_DailyDosage_DurationDose_atorvastatin-20-270,0.0,0.0,blue
822,WindowCombinationDrugs_atorvastatin-valsartan-valsartan-20-320-640,0.0,0.0,blue
738,WindowCombinationDrugs_atenolol-atenolol-atenolol-100-100-100,0.0,0.0,blue
739,WindowCombinationDrugs_atenolol-atenolol-100-100,0.0,0.0,blue
740,WindowCombinationDrugs_losartan-olmesartan-50-20,0.0,0.0,blue
741,Drug_DailyDosage_DurationDose_olmesartan-20-90,0.0,0.0,blue
742,WindowCombinationDrugs_olmesartan-20,0.0,0.0,blue
743,WindowCombinationDrugs_metformin-metformin-metoprolol-simvastatin-1000-1000-25-40,0.0,0.0,blue
744,WindowCombinationDrugs_losartan-metformin-metformin-metformin-metoprolol-simvastatin-simvastatin-25-1000-1000-1000-25-40-40,0.0,0.0,blue
745,WindowCombinationDrugs_losartan-metformin-metformin-metoprolol-simvastatin-25-1000-1000-25-40,0.0,0.0,blue
746,WindowCombinationDrugs_losartan-metformin-metformin-25-1000-1000,0.0,0.0,blue
747,WindowCombinationDrugs_losartan-pravastatin-25-40,0.0,0.0,blue
748,WindowCombinationDrugs_losartan-losartan-pravastatin-pravastatin-25-25-40-40,0.0,0.0,blue
749,WindowCombinationDrugs_metformin-metformin-metformin-metformin-simvastatin-valsartan-valsartan-valsartan-1000-1000-1000-1000-20-320-320-320,0.0,0.0,blue
750,WindowCombinationDrugs_metformin-metformin-simvastatin-valsartan-valsartan-valsartan-1000-1000-20-320-320-320,0.0,0.0,blue
751,WindowCombinationDrugs_metformin-simvastatin-simvastatin-valsartan-valsartan-1000-20-20-320-320,0.0,0.0,blue
752,WindowCombinationDrugs_metformin-simvastatin-valsartan-1000-20-320,0.0,0.0,blue
753,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-simvastatin-simvastatin-40-40-1000-1000-40-40,0.0,0.0,blue
754,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-metformin-40-40-1000-1000-1000,0.0,0.0,blue
755,WindowCombinationDrugs_atorvastatin-pravastatin-20-40,0.0,0.0,blue
756,WindowCombinationDrugs_metformin-metformin-metformin-pravastatin-pravastatin-pravastatin-pravastatin-1000-1000-1000-40-40-40-40,0.0,0.0,blue
757,WindowCombinationDrugs_metformin-metformin-metformin-pravastatin-pravastatin-pravastatin-1000-1000-1000-40-40-40,0.0,0.0,blue
758,WindowCombinationDrugs_metformin-metformin-metformin-metformin-metformin-pravastatin-1000-1000-1000-1000-1000-40,0.0,0.0,blue
759,WindowCombinationDrugs_metformin-metformin-metformin-pravastatin-1000-1000-1000-40,0.0,0.0,blue
760,Drug_DailyDosage_DurationDose_pravastatin-40-150,0.0,0.0,blue
761,WindowCombinationDrugs_atorvastatin-metformin-metformin-pravastatin-40-1000-1000-40,0.0,0.0,blue
762,WindowCombinationDrugs_simvastatin-simvastatin-valsartan-valsartan-20-20-160-160,0.0,0.0,blue
737,WindowCombinationDrugs_olmesartan-olmesartan-olmesartan-olmesartan-olmesartan-olmesartan-olmesartan-20-20-20-20-20-20-20,0.0,0.0,blue
736,WindowCombinationDrugs_olmesartan-olmesartan-olmesartan-olmesartan-pravastatin-20-20-20-20-40,0.0,0.0,blue
735,WindowCombinationDrugs_olmesartan-olmesartan-olmesartan-pravastatin-20-20-20-40,0.0,0.0,blue
734,WindowCombinationDrugs_atenolol-olmesartan-olmesartan-olmesartan-olmesartan-pravastatin-100-20-20-20-20-40,0.0,0.0,blue
708,WindowCombinationDrugs_atorvastatin-carvedilol-metformin-simvastatin-20-50-750-40,0.0,0.0,blue
709,Drug_DailyDosage_DurationDose_metformin-750-60,0.0,0.0,blue
710,WindowCombinationDrugs_atorvastatin-metformin-20-750,0.0,0.0,blue
711,WindowCombinationDrugs_atorvastatin-simvastatin-20-40,0.0,0.0,blue
712,WindowCombinationDrugs_bisoprolol-losartan-pravastatin-10-100-20,0.0,0.0,blue
713,WindowCombinationDrugs_bisoprolol-bisoprolol-losartan-losartan-pravastatin-10-10-100-100-20,0.0,0.0,blue
714,WindowCombinationDrugs_bisoprolol-losartan-losartan-10-100-100,0.0,0.0,blue
715,WindowCombinationDrugs_losartan-pravastatin-100-20,0.0,0.0,blue
716,WindowCombinationDrugs_lovastatin-lovastatin-20-20,0.0,0.0,blue
717,WindowCombinationDrugs_lovastatin-lovastatin-lovastatin-20-20-20,0.0,0.0,blue
718,WindowCombinationDrugs_pravastatin-pravastatin-valsartan-20-20-320,0.0,0.0,blue
719,WindowCombinationDrugs_pravastatin-valsartan-20-320,0.0,0.0,blue
763,WindowCombinationDrugs_simvastatin-valsartan-20-160,0.0,0.0,blue
720,Drug_DailyDosage_DurationDose_pravastatin-20-7,0.0,0.0,blue
722,WindowCombinationDrugs_metoprolol-metoprolol-pitavastatin-50-50-2,0.0,0.0,blue
723,Drug_DailyDosage_DurationDose_pitavastatin-2-330,0.0,0.0,blue
724,WindowCombinationDrugs_metoprolol-pitavastatin-50-2,0.0,0.0,blue
725,WindowCombinationDrugs_metoprolol-pitavastatin-pitavastatin-50-2-2,0.0,0.0,blue
726,Drug_DailyDosage_DurationDose_pitavastatin-2-28,0.0,0.0,blue
727,WindowCombinationDrugs_atorvastatin-pravastatin-pravastatin-10-10-10,0.0,0.0,blue
728,WindowCombinationDrugs_atorvastatin-losartan-pravastatin-pravastatin-10-50-10-10,0.0,0.0,blue
729,WindowCombinationDrugs_carvedilol-carvedilol-metformin-metformin-metformin-simvastatin-12.5-12.5-1000-1000-1000-40,0.0,0.0,blue
730,WindowCombinationDrugs_carvedilol-metformin-simvastatin-12.5-1000-40,0.0,0.0,blue
731,WindowCombinationDrugs_carvedilol-simvastatin-12.5-40,0.0,0.0,blue
732,WindowCombinationDrugs_atenolol-olmesartan-olmesartan-pravastatin-100-20-20-40,0.0,0.0,blue
733,Drug_DailyDosage_DurationDose_olmesartan-20-30,0.0,0.0,blue
721,drug_pitavastatin,0.0,0.0,blue
469,WindowCombinationDrugs_atenolol-atorvastatin-100-40,0.0,0.0,blue
764,WindowCombinationDrugs_losartan-simvastatin-valsartan-100-20-160,0.0,0.0,blue
766,WindowCombinationDrugs_losartan-simvastatin-100-20,0.0,0.0,blue
797,WindowCombinationDrugs_metformin-metoprolol-simvastatin-valsartan-1500-100-20-640,0.0,0.0,blue
798,WindowCombinationDrugs_metformin-metformin-metoprolol-valsartan-1500-1500-100-640,0.0,0.0,blue
799,WindowCombinationDrugs_lovastatin-lovastatin-lovastatin-40-40-40,0.0,0.0,blue
800,WindowCombinationDrugs_lovastatin-lovastatin-lovastatin-lovastatin-lovastatin-40-40-40-40-40,0.0,0.0,blue
801,WindowCombinationDrugs_losartan-losartan-simvastatin-100-100-20,0.0,0.0,blue
802,Drug_DailyDosage_DurationDose_simvastatin-20-150,0.0,0.0,blue
803,WindowCombinationDrugs_losartan-metoprolol-simvastatin-100-25-20,0.0,0.0,blue
804,Drug_DailyDosage_DurationDose_metoprolol-25-15,0.0,0.0,blue
805,WindowCombinationDrugs_atorvastatin-atorvastatin-losartan-10-10-50,0.0,0.0,blue
806,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-losartan-10-10-10-50,0.0,0.0,blue
807,WindowCombinationDrugs_bisoprolol-5,0.0,0.0,blue
808,Drug_DailyDosage_DurationDose_bisoprolol-5-60,0.0,0.0,blue
809,WindowCombinationDrugs_atorvastatin-metformin-40-2000,0.0,0.0,blue
810,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-40-2000-2000-2000,0.0,0.0,blue
811,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-metformin-metformin-40-40-2000-2000-2000-2000,0.0,0.0,blue
812,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-40-40-2000-2000,0.0,0.0,blue
813,WindowCombinationDrugs_simvastatin-simvastatin-simvastatin-20-20-20,0.0,0.0,blue
814,WindowCombinationDrugs_atorvastatin-losartan-losartan-metformin-pravastatin-pravastatin-10-100-100-500-40-40,0.0,0.0,blue
815,WindowCombinationDrugs_atorvastatin-losartan-metformin-pravastatin-10-100-1000-40,0.0,0.0,blue
816,WindowCombinationDrugs_atorvastatin-atorvastatin-dapagliflozin-dapagliflozin-losartan-losartan-metformin-10-10-10-10-100-100-1000,0.0,0.0,blue
817,Drug_DailyDosage_DurationDose_dapagliflozin-10-90,0.0,0.0,blue
818,WindowCombinationDrugs_atorvastatin-dapagliflozin-dapagliflozin-losartan-losartan-metformin-10-10-10-100-100-1000,0.0,0.0,blue
819,WindowCombinationDrugs_metformin-pravastatin-pravastatin-500-40-40,0.0,0.0,blue
820,WindowCombinationDrugs_metformin-metformin-metformin-pravastatin-pravastatin-pravastatin-500-500-500-40-40-40,0.0,0.0,blue
821,WindowCombinationDrugs_metformin-pravastatin-500-40,0.0,0.0,blue
796,WindowCombinationDrugs_metformin-simvastatin-1500-20,0.0,0.0,blue
795,WindowCombinationDrugs_metformin-metformin-metformin-metformin-metformin-metformin-metoprolol-valsartan-1500-1500-1500-1500-1500-1500-100-640,0.0,0.0,blue
794,Drug_DailyDosage_DurationDose_metformin-1500-60,0.0,0.0,blue
793,Drug_DailyDosage_DurationDose_metformin-1500-40,0.0,0.0,blue
767,Drug_DailyDosage_DurationDose_rosuvastatin-20-7,0.0,0.0,blue
768,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-rosuvastatin-simvastatin-40-40-50-20-80,0.0,0.0,blue
769,Drug_DailyDosage_DurationDose_simvastatin-80-15,0.0,0.0,blue
770,WindowCombinationDrugs_rosuvastatin-rosuvastatin-10-20,0.0,0.0,blue
771,WindowCombinationDrugs_metoprolol-rosuvastatin-rosuvastatin-rosuvastatin-50-10-20-10,0.0,0.0,blue
772,WindowCombinationDrugs_metoprolol-metoprolol-rosuvastatin-rosuvastatin-rosuvastatin-rosuvastatin-rosuvastatin-50-50-10-20-10-10-10,0.0,0.0,blue
773,WindowCombinationDrugs_metoprolol-metoprolol-rosuvastatin-rosuvastatin-50-50-10-10,0.0,0.0,blue
774,WindowCombinationDrugs_pravastatin-pravastatin-80-80,0.0,0.0,blue
775,Drug_DailyDosage_DurationDose_pravastatin-80-60,0.0,0.0,blue
776,WindowCombinationDrugs_pravastatin-pravastatin-40-20,0.0,0.0,blue
777,WindowCombinationDrugs_atorvastatin-carvedilol-carvedilol-40-12.5-12.5,0.0,0.0,blue
778,WindowCombinationDrugs_losartan-metformin-simvastatin-100-1000-20,0.0,0.0,blue
765,WindowCombinationDrugs_losartan-simvastatin-simvastatin-valsartan-100-20-20-160,0.0,0.0,blue
779,WindowCombinationDrugs_losartan-losartan-metformin-metformin-simvastatin-simvastatin-100-100-1000-1000-20-20,0.0,0.0,blue
781,WindowCombinationDrugs_rosuvastatin-rosuvastatin-5-5,0.0,0.0,blue
782,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-10-10-500-500,0.0,0.0,blue
783,WindowCombinationDrugs_atenolol-metformin-metformin-metformin-metformin-metformin-rosuvastatin-100-1000-1000-1000-1000-1000-20,0.0,0.0,blue
784,WindowCombinationDrugs_metoprolol-metoprolol-metoprolol-metoprolol-25-50-25-50,0.0,0.0,blue
785,WindowCombinationDrugs_lovastatin-metoprolol-pravastatin-20-50-20,0.0,0.0,blue
786,WindowCombinationDrugs_lovastatin-lovastatin-metoprolol-metoprolol-pravastatin-20-20-50-50-20,0.0,0.0,blue
787,WindowCombinationDrugs_lovastatin-metoprolol-20-50,0.0,0.0,blue
788,WindowCombinationDrugs_metoprolol-simvastatin-valsartan-valsartan-valsartan-100-20-640-640-640,0.0,0.0,blue
789,Drug_DailyDosage_DurationDose_valsartan-640-30,0.0,0.0,blue
790,Drug_DailyDosage_DurationDose_valsartan-640-90,0.0,0.0,blue
791,WindowCombinationDrugs_metformin-metformin-metformin-metformin-metformin-metformin-metformin-metformin-metformin-metoprolol-simvastatin-valsartan-valsartan-valsartan-1500-1500-1500-1500-1500-1500-1500-1500-1500-100-20-640-640-640,0.0,0.0,blue
792,Drug_DailyDosage_DurationDose_metformin-1500-30,0.0,0.0,blue
780,WindowCombinationDrugs_rosuvastatin-5,0.0,0.0,blue
468,WindowCombinationDrugs_atenolol-atorvastatin-atorvastatin-100-40-40,0.0,0.0,blue
940,WindowCombinationDrugs_atorvastatin-losartan-10-100,0.0,0.0,blue
466,WindowCombinationDrugs_losartan-losartan-losartan-50-50-50,0.0,0.0,blue
188,WindowCombinationDrugs_lovastatin-metformin-valsartan-valsartan-40-500-640-640,0.0,0.0,blue
189,WindowCombinationDrugs_lovastatin-metformin-metformin-40-500-500,0.0,0.0,blue
190,WindowCombinationDrugs_metformin-metformin-metformin-valsartan-500-500-500-640,0.0,0.0,blue
191,WindowCombinationDrugs_metformin-valsartan-500-640,0.0,0.0,blue
192,WindowCombinationDrugs_valsartan-640,0.0,0.0,blue
193,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-10-10-500,0.0,0.0,blue
194,Drug_DailyDosage_DurationDose_metformin-500-180,0.0,0.0,blue
195,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-metformin-10-10-500-500-500,0.0,0.0,blue
196,WindowCombinationDrugs_atorvastatin-metformin-metformin-10-500-500,0.0,0.0,blue
197,drug_olmesartan,0.0,0.0,blue
198,WindowCombinationDrugs_atenolol-olmesartan-50-40,0.0,0.0,blue
199,Drug_DailyDosage_DurationDose_atenolol-50-30,0.0,0.0,blue
200,Drug_DailyDosage_DurationDose_olmesartan-40-30,0.0,0.0,blue
201,WindowCombinationDrugs_olmesartan-40,0.0,0.0,blue
202,Drug_DailyDosage_DurationDose_metoprolol-50-180,0.0,0.0,blue
203,WindowCombinationDrugs_lovastatin-metformin-metoprolol-metoprolol-metoprolol-40-1000-50-25-50,0.0,0.0,blue
204,Drug_DailyDosage_DurationDose_lovastatin-40-30,0.0,0.0,blue
205,Drug_DailyDosage_DurationDose_metoprolol-25-30,0.0,0.0,blue
206,WindowCombinationDrugs_lovastatin-metformin-metoprolol-metoprolol-metoprolol-40-1000-25-50-25,0.0,0.0,blue
207,Drug_DailyDosage_DurationDose_metoprolol-25-300,0.0,0.0,blue
208,WindowCombinationDrugs_lovastatin-metoprolol-metoprolol-metoprolol-40-50-25-25,0.0,0.0,blue
187,Drug_DailyDosage_DurationDose_metformin-500-270,0.0,0.0,blue
186,Drug_DailyDosage_DurationDose_lovastatin-40-270,0.0,0.0,blue
185,WindowCombinationDrugs_lovastatin-metformin-valsartan-40-500-640,0.0,0.0,blue
184,drug_lovastatin,0.0,0.0,blue
159,WindowCombinationDrugs_atorvastatin-carvedilol-losartan-metformin-20-12.5-25-500,0.0,0.0,blue
160,Drug_DailyDosage_DurationDose_metformin-500-60,0.0,0.0,blue
161,WindowCombinationDrugs_atorvastatin-atorvastatin-carvedilol-losartan-20-20-12.5-25,0.0,0.0,blue
162,WindowCombinationDrugs_metformin-metformin-metoprolol-metoprolol-pravastatin-2000-2000-200-200-40,0.0,0.0,blue
163,Drug_DailyDosage_DurationDose_metformin-2000-30,0.0,0.0,blue
165,WindowCombinationDrugs_metformin-metoprolol-pravastatin-2000-200-40,0.0,0.0,blue
166,WindowCombinationDrugs_metformin-metformin-metoprolol-metoprolol-pravastatin-pravastatin-pravastatin-2000-2000-200-200-40-40-40,0.0,0.0,blue
167,WindowCombinationDrugs_metformin-metoprolol-pravastatin-pravastatin-2000-200-40-40,0.0,0.0,blue
168,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-20-20-2000-2000,0.0,0.0,blue
169,WindowCombinationDrugs_atorvastatin-metformin-20-2000,0.0,0.0,blue
209,WindowCombinationDrugs_lovastatin-metformin-metoprolol-metoprolol-metoprolol-40-1000-25-25-25,0.0,0.0,blue
170,WindowCombinationDrugs_metformin-simvastatin-500-10,0.0,0.0,blue
174,WindowCombinationDrugs_losartan-metformin-simvastatin-25-500-10,0.0,0.0,blue
175,Drug_DailyDosage_DurationDose_losartan-25-90,0.0,0.0,blue
176,WindowCombinationDrugs_metformin-500,0.0,0.0,blue
177,Drug_DailyDosage_DurationDose_metformin-500-30,0.0,0.0,blue
178,WindowCombinationDrugs_metformin-metformin-metformin-metformin-500-500-500-500,0.0,0.0,blue
179,WindowCombinationDrugs_metformin-metformin-metformin-500-500-500,0.0,0.0,blue
180,WindowCombinationDrugs_atorvastatin-losartan-metformin-40-100-1000,0.0,0.0,blue
181,Drug_DailyDosage_DurationDose_atorvastatin-40-270,0.0,0.0,blue
182,WindowCombinationDrugs_atorvastatin-losartan-40-100,0.0,0.0,blue
183,WindowCombinationDrugs_metformin-1000,0.0,0.0,blue
173,WindowCombinationDrugs_losartan-simvastatin-25-10,0.0,0.0,blue
158,Drug_DailyDosage_DurationDose_losartan-25-30,0.0,0.0,blue
210,WindowCombinationDrugs_metoprolol-metoprolol-metoprolol-25-25-25,0.0,0.0,blue
213,Drug_DailyDosage_DurationDose_carvedilol-6.25-90,0.0,0.0,blue
242,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-metformin-metformin-metoprolol-40-500-500-500-500-500-50,0.0,0.0,blue
243,WindowCombinationDrugs_metformin-metformin-metformin-metformin-metformin-500-500-500-500-500,0.0,0.0,blue
244,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-metoprolol-40-500-500-500-50,0.0,0.0,blue
245,WindowCombinationDrugs_metformin-rosuvastatin-500-40,0.0,0.0,blue
246,Drug_DailyDosage_DurationDose_rosuvastatin-40-30,0.0,0.0,blue
247,WindowCombinationDrugs_metformin-metformin-rosuvastatin-rosuvastatin-rosuvastatin-500-500-40-40-40,0.0,0.0,blue
248,Drug_DailyDosage_DurationDose_rosuvastatin-40-90,0.0,0.0,blue
249,WindowCombinationDrugs_pravastatin-80,0.0,0.0,blue
250,Drug_DailyDosage_DurationDose_pravastatin-80-90,0.0,0.0,blue
251,WindowCombinationDrugs_atorvastatin-pravastatin-40-80,0.0,0.0,blue
252,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-40-40-40,0.0,0.0,blue
253,WindowCombinationDrugs_atenolol-simvastatin-100-10,0.0,0.0,blue
254,Drug_DailyDosage_DurationDose_atenolol-100-90,0.0,0.0,blue
255,WindowCombinationDrugs_atenolol-atenolol-simvastatin-simvastatin-simvastatin-100-100-10-10-10,0.0,0.0,blue
256,WindowCombinationDrugs_atenolol-simvastatin-simvastatin-simvastatin-100-10-10-10,0.0,0.0,blue
257,WindowCombinationDrugs_atenolol-100,0.0,0.0,blue
258,WindowCombinationDrugs_bisoprolol-10,0.0,0.0,blue
259,Drug_DailyDosage_DurationDose_bisoprolol-10-90,0.0,0.0,blue
260,WindowCombinationDrugs_bisoprolol-losartan-metformin-pravastatin-10-100-500-40,0.0,0.0,blue
261,WindowCombinationDrugs_bisoprolol-bisoprolol-losartan-losartan-metformin-metformin-pravastatin-pravastatin-10-10-100-100-500-500-40-40,0.0,0.0,blue
262,WindowCombinationDrugs_bisoprolol-losartan-pravastatin-10-100-40,0.0,0.0,blue
241,WindowCombinationDrugs_atenolol-atenolol-atorvastatin-atorvastatin-metformin-metformin-25-25-80-80-500-500,0.0,0.0,blue
240,WindowCombinationDrugs_atenolol-atorvastatin-metformin-25-80-500,0.0,0.0,blue
239,WindowCombinationDrugs_atorvastatin-80,0.0,0.0,blue
238,Drug_DailyDosage_DurationDose_lovastatin-40-90,0.0,0.0,blue
215,Drug_DailyDosage_DurationDose_pravastatin-20-90,0.0,0.0,blue
216,WindowCombinationDrugs_atenolol-atenolol-pravastatin-pravastatin-25-25-20-20,0.0,0.0,blue
217,Drug_DailyDosage_DurationDose_atenolol-25-540,0.0,0.0,blue
218,WindowCombinationDrugs_atenolol-atenolol-atenolol-pravastatin-pravastatin-25-25-25-20-20,0.0,0.0,blue
219,WindowCombinationDrugs_atenolol-atenolol-atenolol-pravastatin-25-25-25-20,0.0,0.0,blue
220,WindowCombinationDrugs_atenolol-atenolol-atenolol-25-25-25,0.0,0.0,blue
221,WindowCombinationDrugs_carvedilol-losartan-25-100,0.0,0.0,blue
